Year,T1 TeamID,T1 Seed,T1 SoS,T1 OE,T1 AdjOE,T1 DE,T1 AdjDE,T1 WinDev,T1 AdjWin,T2 TeamID,T2 Seed,T2 SoS,T2 OE,T2 AdjOE,T2 DE,T2 AdjDE,T2 WinDev,T2 AdjWin,Winner
2003,1328,01,0.578,1.1053470841616966,0.6197526527291835,0.9275627453801722,0.4494671327922439,14.633452464626476,0.8109516838423309,1393,03,0.5285,1.1139349765033086,0.5657082954318117,0.9763404812823924,0.5849609105612303,14.183439312766009,0.8357977492071643,T2
2003,1393,03,0.5285,1.1139349765033086,0.5657082954318117,0.9763404812823924,0.5849609105612303,14.183439312766009,0.8357977492071643,1328,01,0.578,1.1053470841616966,0.6197526527291835,0.9275627453801722,0.4494671327922439,14.633452464626476,0.8109516838423309,T1
2003,1328,01,0.578,1.1053470841616966,0.6197526527291835,0.9275627453801722,0.4494671327922439,14.633452464626476,0.8109516838423309,1143,08,0.5454,1.0603620940187723,0.6467604628638426,0.9933026946342997,0.5860280932089403,10.66669232345026,0.6883560689102987,T1
2003,1143,08,0.5454,1.0603620940187723,0.6467604628638426,0.9933026946342997,0.5860280932089403,10.66669232345026,0.6883560689102987,1328,01,0.578,1.1053470841616966,0.6197526527291835,0.9275627453801722,0.4494671327922439,14.633452464626476,0.8109516838423309,T2
2003,1328,01,0.578,1.1053470841616966,0.6197526527291835,0.9275627453801722,0.4494671327922439,14.633452464626476,0.8109516838423309,1139,12,0.4551,1.13320419325433,0.5954305209810858,1.0193838698511597,0.3874101885644731,11.187607500102722,0.7982323704544569,T1
2003,1139,12,0.4551,1.13320419325433,0.5954305209810858,1.0193838698511597,0.3874101885644731,11.187607500102722,0.7982323704544569,1328,01,0.578,1.1053470841616966,0.6197526527291835,0.9275627453801722,0.4494671327922439,14.633452464626476,0.8109516838423309,T2
2003,1328,01,0.578,1.1053470841616966,0.6197526527291835,0.9275627453801722,0.4494671327922439,14.633452464626476,0.8109516838423309,1354,16,0.4675,1.0080496270585628,0.4575899219379066,0.9914672602485624,0.4663579358716977,14.845719999341581,0.7478635364770285,T1
2003,1354,16,0.4675,1.0080496270585628,0.4575899219379066,0.9914672602485624,0.4663579358716977,14.845719999341581,0.7478635364770285,1328,01,0.578,1.1053470841616966,0.6197526527291835,0.9275627453801722,0.4494671327922439,14.633452464626476,0.8109516838423309,T2
2003,1448,02,0.5872,1.1315234266151826,0.6314438119501613,0.9780353509156924,0.5175318256303154,16.253305840318035,0.7980099923051575,1120,10,0.5615,1.0408417801710486,0.5899771952001341,0.9717227206260128,0.5205230158935058,18.672741211932863,0.5809840900966923,T2
2003,1120,10,0.5615,1.0408417801710486,0.5899771952001341,0.9717227206260128,0.5205230158935058,18.672741211932863,0.5809840900966923,1448,02,0.5872,1.1315234266151826,0.6314438119501613,0.9780353509156924,0.5175318256303154,16.253305840318035,0.7980099923051575,T1
2003,1448,02,0.5872,1.1315234266151826,0.6314438119501613,0.9780353509156924,0.5175318256303154,16.253305840318035,0.7980099923051575,1190,15,0.4929,1.0342176086120722,0.5657617133075913,1.0096330186675933,0.5994410215289728,11.232964309543906,0.7012009856052058,T1
